text,intent,label
Is it going to be rainy here one second from now,GetWeather,2
Can you find the Info Wars saga,SearchCreativeWork,5
Rate Contesting the Future of Nuclear Power a four,RateBook,4
"Book a restaurant in Indiana for me, violet and dianne.",BookRestaurant,1
give 5 points to The Deathlord of Ixia,RateBook,4
Is The Strange Case of the End of Civilization as We Know It playing at the movie theatre,SearchScreeningEvent,6
whats the nearest movie house showing animated movies,SearchScreeningEvent,6
The ultimate 90s needs avant que l’ombre à bercy in it.,AddToPlaylist,0
Is The Skull playing at Loews Cineplex,SearchScreeningEvent,6
Include in my dreams in the this is new edition playlist.,AddToPlaylist,0
I'd like to watch May Blossom,SearchScreeningEvent,6
Book a table for eight people please,BookRestaurant,1
Can I see the movie schedules?,SearchScreeningEvent,6
book in Ukraine at a highly rated restaurant,BookRestaurant,1
in the neighbourhood find movies with movie times,SearchScreeningEvent,6
What's the weather two months from now in Arletta Malawi,GetWeather,2
rate this series 1 out of 6,RateBook,4
How is the weather right now at my current place?,GetWeather,2
Book a restaurant.,BookRestaurant,1
Rate The Plot to Save Socrates one stars,RateBook,4
add this song to wedding classics playlist,AddToPlaylist,0
what's the movie schedules for in the neighborhood at the movies,SearchScreeningEvent,6
is Saint Robert hotter than Turkmenistan,GetWeather,2
where can I see the television show Falling Away from Me,SearchCreativeWork,5
rate To Your Scattered Bodies Go a 1 out of 6,RateBook,4
What will the weathr be in Akin Jamaica?,GetWeather,2
Is Hercules and Xena: The Battle for Mount Olympus playing at the closest cinema,SearchScreeningEvent,6
Please book a brasserie restaurant for eight in Ireland,BookRestaurant,1
I'd like to see the picture TeleForm,SearchCreativeWork,5
"Please pull up the album, The Last War",SearchCreativeWork,5
add banking violence and the inner life today to my retro gaming playlist,AddToPlaylist,0
"What is the weather going to be like in twenty three minutes in Parksdale, IN",GetWeather,2
I want the movie Perseo Miranda and his Theatre,SearchCreativeWork,5
Can my electro sur have this song added to it?,AddToPlaylist,0
What will the weather be here on dec. 25th?,GetWeather,2
Tell me the movie schedule for Warren Theatres,SearchScreeningEvent,6
what is the weather like now in AK,GetWeather,2
I need to book a restaurant for eight nearby Limerick one year from now that serves jerky,BookRestaurant,1
"I need to book a restaurant in Burkettsville in 2 years  for rhoda adams, roxanne and I",BookRestaurant,1
Book a table at a brasserie far from my Livonia Av.,BookRestaurant,1
I want to read the book Crash Landing,SearchCreativeWork,5
"Book reservations at a restaurant in New Zealand with tammi, beverly and alba",BookRestaurant,1
Give the chronicle Fathers and Crows a 5 out of 6.,RateBook,4
Is there a chance of hail in Holiday Hills?,GetWeather,2
Find the song titled The Rivalry: Red v. Blue,SearchCreativeWork,5
What is the weather in Taiwan,GetWeather,2
Add Bone Crusher to the chill out playlist,AddToPlaylist,0
Can you help me find the television show Women and Death,SearchCreativeWork,5
show creativity of Sing to the Dawn,SearchCreativeWork,5
what is the forecast for in eighteen minutes here for colder temps,GetWeather,2
add country nights by A Journal of the Plague Year to playlist,AddToPlaylist,0
How is the weather going to be on child health day in Trinidad and Tobago?,GetWeather,2
what is the Eugene T. Mahoney State Park forecast for 2 days from now,GetWeather,2
Tell me if it'll be chilly 1 second from now here,GetWeather,2
What's the weather like in Calpella,GetWeather,2
give zero out of 6 points to The False Peace,RateBook,4
"find Outback Bound, a trailer",SearchCreativeWork,5
Add Sam Moran music to my tgif playlist,AddToPlaylist,0
Tell me if it'll be chillier in 3 minutes here,GetWeather,2
I want to book a reservation within the same area of AMelia Court House for 4.,BookRestaurant,1
What time is A Man for Burning playing,SearchScreeningEvent,6
Show me movie times for one minute from now,SearchScreeningEvent,6
I'd like to listen to the song The Natural Farmer,SearchCreativeWork,5
Will it be warmer 1 minute from now at Farmington Canal State Park Trail,GetWeather,2
Give this essay four stars / 6.,RateBook,4
play The Widow of Saint-Pierre saga,SearchCreativeWork,5
Can you give me weather details for my current spot,GetWeather,2
Add Visible Wings to my playlist entre los andes,AddToPlaylist,0
What will the weather be like in Arizona on october the 3rd,GetWeather,2
find the show Go with the Flow,SearchCreativeWork,5
I want to go to Antigua and Barbuda and eat at a table for 4.,BookRestaurant,1
What's the weather close to Cambodia at 05:44:13,GetWeather,2
What is the weather forecast for Djibouti,GetWeather,2
Add mike mantler to playlist girls' night,AddToPlaylist,0
rate The Writing on the Hearth 2 out of 6 points,RateBook,4
give 4 star for this album,RateBook,4
What is the weather forecast for New Mexico,GetWeather,2
Find a photograph called Sleeping with the Enemy.,SearchCreativeWork,5
Will it be foggy at sunset in Red Devil,GetWeather,2
the current book I'm reading should be rated zero out of 6,RateBook,4
Give Directive 51 three out of 6.,RateBook,4
Find the movie schedule for animated movies in the neighbourhood.,SearchScreeningEvent,6
Show me the movie Purple Heart Diary.,SearchCreativeWork,5
Book a restaurant in the Dominican Republic in one minute for a party of eight,BookRestaurant,1
3 stars is the rating for Boy Meets Boy,RateBook,4
"find Seduced by Madness, a trailer",SearchCreativeWork,5
I want to view the picture In Old Monterey.,SearchCreativeWork,5
When can I see Salaam-e-Ishq: A Tribute To Love at B&B Theatres?,SearchScreeningEvent,6
When will the Santikos Theatres be showing animated movies,SearchScreeningEvent,6
What is the weather in Sehlabathebe-Nationalpark,GetWeather,2
Book a table for ten people at a restaurant which serves snack.,BookRestaurant,1
add this tune by Jim White to my playlist Rumba y más,AddToPlaylist,0
Will there be hail on 7/16/2032 in the Dominican Republic,GetWeather,2
Tell me the weather forecast close to Romania,GetWeather,2
what is the blizzard forecast for 12:06 in MS,GetWeather,2
What is the weather forecast in nine months within walking distance of Ohio,GetWeather,2
I rate the book You Only Live Twice two points,RateBook,4
add jason webley to Classical Intimate Dinner playlist,AddToPlaylist,0
rate the current book zero of 6 points,RateBook,4
book Tun Tavern for morning in Norfolk Island,BookRestaurant,1
Book a reservation for a restaurant serving burger in Malaysia,BookRestaurant,1
book a spot for ten in MS,BookRestaurant,1
What's the weather like today in Sierra Blanca,GetWeather,2
Give this album 0 stars,RateBook,4
put this album by Mike Tramp on Deathcore,AddToPlaylist,0
show creative game Fear Thy Neighbor,SearchCreativeWork,5
search for the game The Last Horror Movie,SearchCreativeWork,5
add artist to my friendesemana playlist,AddToPlaylist,0
"Will it be hot on december 28 in Ayr, MI",GetWeather,2
Will it get hotter in Hext?,GetWeather,2
I need the book titled Lullaby of Broadway,SearchCreativeWork,5
rate the current saga one stars,RateBook,4
add this artist to cynthia's fresh finds,AddToPlaylist,0
What time is The Hotline playing at the movie theatre,SearchScreeningEvent,6
"please book a room in Spaghetti Warehouse for catalina, delores and brandie mendoza at 12 AM",BookRestaurant,1
Find movie times.,SearchScreeningEvent,6
find Blood and Bones,SearchScreeningEvent,6
Find the schedule for The Band of Honest Men at the nearest movie theatre.,SearchScreeningEvent,6
me and aisha and craving cordon bleu and need to book a table at a brasserie.,BookRestaurant,1
add track to my playslist this is Los Fabulosos Cadillacs,AddToPlaylist,0
What is the forecast for 8/26/2022 in Vermont,GetWeather,2
Show the movie times,SearchScreeningEvent,6
How much rainfall is there faraway from Douglass?,GetWeather,2
me and katharine would like to go eat at Jan. 22nd in IA,BookRestaurant,1
table for 6 at a brasserie,BookRestaurant,1
Plau me the song The French Chef,SearchCreativeWork,5
book in RI for one in Wabuska,BookRestaurant,1
List movie times at General Cinema Corporation,SearchScreeningEvent,6
Put sleeping with ghosts into my 90s Indie playlist.,AddToPlaylist,0
"What's the weather forecast for Central, North Dakota?",GetWeather,2
Will it be warmer in five years  in Slemp Kansas,GetWeather,2
"Is there a depression in Solromar on december 7, 2033",GetWeather,2
book me a taverna restaurant,BookRestaurant,1
add song to my eletro br playlist,AddToPlaylist,0
Add this tune to the Spinnin' Records Top 100 list,AddToPlaylist,0
Please tell me movie times,SearchScreeningEvent,6
Look up The Collection Volume One novel,SearchCreativeWork,5
what is the forecast for the current position,GetWeather,2
Want to add pacific ocean blues to the playlist named lunch,AddToPlaylist,0
What's the weather in Andorra,GetWeather,2
What is the weather in South Bradenton,GetWeather,2
I rate Shadow of Suribachi at five stars.,RateBook,4
Add the artist to my Metal playlist.,AddToPlaylist,0
"I give The History of the Saracens a three, or 6 points",RateBook,4
add this current book five stars,RateBook,4
"Will it get colder in Camp San Saba, Latvia in one minute and eight seconds",GetWeather,2
Show me the movie times,SearchScreeningEvent,6
What are movie times for movies playing in the neighborhood?,SearchScreeningEvent,6
Put the artist Pat Monahan onto the emily dickinson playlist.,AddToPlaylist,0
Book me a reservation nearby my neighborhood,BookRestaurant,1
Add a norma jean tune to the Soul Revived playlist.,AddToPlaylist,0
look for the trailer for Red Stallion in the Rockies,SearchCreativeWork,5
what is the 7 day for Cheat Canyon Wildlife Management Area,GetWeather,2
I want to find an oyster bar with tetrazzini for 9 people,BookRestaurant,1
please put Linzi Stoppard into my sxsw fresh playlist,AddToPlaylist,0
Can you find the album SimpleScreenRecorder,SearchCreativeWork,5
Can you put a song from tom jones on my electronica & dance playlist,AddToPlaylist,0
Book the Gus Stevens Seafood Restaurant & Buccaneer Lounge in Papua New Guinea for one person.,BookRestaurant,1
I want to book an ethiopian bar for this Afternoon.,BookRestaurant,1
give four star to current novel,RateBook,4
Book a reservation for me and my step sister in Nebraska in two seconds,BookRestaurant,1
Add The Blurred Crusade to crate diggers anonymous,AddToPlaylist,0
find Friendship Way,SearchCreativeWork,5
I want to book a pub in MS that serves festoni,BookRestaurant,1
What is the movie schedule of animated movies nearby,SearchScreeningEvent,6
Award a rating of 2 stars out of 6 to Confessions of an economic hit man,RateBook,4
Which films are playing at the closest cinema?,SearchScreeningEvent,6
add kjetil vidar haraldstad to listas de éxitos,AddToPlaylist,0
Find a reservation for 3 people,BookRestaurant,1
What is Love in a Mist?,SearchCreativeWork,5
Will it be warmer in AMnicon Falls State Park?,GetWeather,2
what is the forecast for Orienta for hotter weather,GetWeather,2
What was the weather last February in William A. Switzer Provincial Park?,GetWeather,2
"Book a table at a bar in Moody for deloris, ester and petra alvarez.",BookRestaurant,1
"Book Childs Restaurants in Bruno for 1 person on October 6th, 2019.",BookRestaurant,1
book John Pearson Soda Works restaurant on 7/27/2036,BookRestaurant,1
"Tell me the weather forecast for april 15, 2019 here",GetWeather,2
"Please find the novel, Good Doctor",SearchCreativeWork,5
What is the weather forecast for Tanque,GetWeather,2
Find a reservation for six at a top-rated brasserie,BookRestaurant,1
add this track to latin jazz,AddToPlaylist,0
Add this artist to the laugh list,AddToPlaylist,0
I need to find the creative work Wave,SearchCreativeWork,5
Will it be freezing here in 9 seconds,GetWeather,2
Where can I find the picture Another Happy Ending,SearchCreativeWork,5
Find a song called Be Quick or Be Dead.,SearchCreativeWork,5
Find the movie schedule at Malco Theatres.,SearchScreeningEvent,6
book a spot for 8 in a cafeteria with german chocolate cake in Ecru New Mexico,BookRestaurant,1
When is We Stick Together Through Thick and Thin playing at ArcLight Hollywood?,SearchScreeningEvent,6
I want to add un jour dans notre vie to my list running to rock 170 to 190 bpm,AddToPlaylist,0
I'd like to watch The Utopian Society,SearchScreeningEvent,6
I need a table for 10 at Thomas Hynes House nineteen minutes from now,BookRestaurant,1
what is the movie schedule for Cineplex Odeon Corporation,SearchScreeningEvent,6
Can you find me the Restless Natives?,SearchCreativeWork,5
Show me the Sex Therapy painting,SearchCreativeWork,5
Weather for Jan. 7 in North Carolina,GetWeather,2
Will it be hotter close by here at 13 o'clock?,GetWeather,2
I'd like to reserve a table in Northcote.,BookRestaurant,1
Book a northeastern brazilian restaurant for 10 am,BookRestaurant,1
I need a table for 4 at a place not far from Palau.,BookRestaurant,1
Will it hail in Rush Valley Denmark on 6/21/2035,GetWeather,2
Find a photograph called The Dickinsonian.,SearchCreativeWork,5
Add d roc the executioner to my This Is Zezé Di Camargo & Luciano playlist.,AddToPlaylist,0
Add another song to the Cita Romántica playlist.,AddToPlaylist,0
Is it hot here,GetWeather,2
rate Covering: The Hidden Assault on Our Civil Rights 1 point,RateBook,4
at my current spot is it going to be hotter on Nov. the eighth,GetWeather,2
where can I find a painting called Battlestations: Pacific,SearchCreativeWork,5
"I want to bring antoinette, christine and caitlin to get bread at a restaurant in faraway Connecticut",BookRestaurant,1
Book a reservation for 4 at a bar serving corn relish,BookRestaurant,1
Show The Ancient Art of War picture,SearchCreativeWork,5
book Bullfeathers,BookRestaurant,1
book a spot for six on October fifth in Mineola,BookRestaurant,1
I'd give the Main-Travelled Roads series 0 points out of 6,RateBook,4
"Please get me seating at the tavern in Red Lick, Michigan",BookRestaurant,1
Look for the movie Darkness Come Alive,SearchCreativeWork,5
Is there a blizzard coming tomorrow in Methuen Uganda,GetWeather,2
my timeless love songs playlist should include viderunt omnes,AddToPlaylist,0
Is the film Goodrich Quality Theaters playing at 12:26 AM?,SearchScreeningEvent,6
Weather for Knierim Kansas in twelve weeks and a half from now,GetWeather,2
"find Framing the Early Middle Ages, a game",SearchCreativeWork,5
what films are showing in the neighborhood,SearchScreeningEvent,6
what is the weather forecast for Latvia Strasburg,GetWeather,2
Rate The Hard Life 0 stars,RateBook,4
will there be a snowstorm in eight months at Chattahoochee River National Recreation Area,GetWeather,2
add List of Rush instrumentals to This Is Lady Antebellum,AddToPlaylist,0
Can you let me know where I can watch The Nest?,SearchScreeningEvent,6
add this Ricardo Villalobos track to under the surface,AddToPlaylist,0
Find movie schedules.,SearchScreeningEvent,6
Book a table at a restaurant in the Cayman Islands two hundred ninety six days from now,BookRestaurant,1
Book a reservation for a pub with internet for 2 people,BookRestaurant,1
add this song to the Top 100 Indie Tracks on Spotify playlist,AddToPlaylist,0
What's the weather far away in Estonia?,GetWeather,2
When is Spyforce playing?,SearchCreativeWork,5
Will it get windy in Ocean Breeze Park?,GetWeather,2
Will it get hotter around elevenses in KS?,GetWeather,2
What animated movies are playing at the closest movie theatre,SearchScreeningEvent,6
What is the local movie times,SearchScreeningEvent,6
rate the current album 2 points out of 6,RateBook,4
What are the movie times for animated movies nearby?,SearchScreeningEvent,6
put live and rare into dancehall official,AddToPlaylist,0
I want to World of Warcraft: Tides of Darkness,SearchCreativeWork,5
I want to rate The Turbulent Term of Tyke Tiler a 3,RateBook,4
show creative game Elements of Life: Remixed,SearchCreativeWork,5
I need to know the weather for San Martin,GetWeather,2
search for the album Frog and the Birdsong,SearchCreativeWork,5
add Jovanotti to punk español,AddToPlaylist,0
show creativity of the game Everything at Once,SearchCreativeWork,5
Show me the work titled The Perfect Gentleman which is a song,SearchCreativeWork,5
book a table at Jacob Wirth Restaurant for 8,BookRestaurant,1
Rate the current book 0 stars,RateBook,4
Tell me the weather forecast close by Brown County State Park for meal time,GetWeather,2
Show me a forecast for Malaysia,GetWeather,2
What films are playing at Goodrich Quality Theaters,SearchScreeningEvent,6
give zero rating to The Deed of Paksenarrion,RateBook,4
What time is Beat the Devil coming on at Mann Theatres,SearchScreeningEvent,6
Rate the current novel two stars,RateBook,4
I want to see the movie schedule for North American Cinemas,SearchScreeningEvent,6
add song to marta's endorphin rush playlist,AddToPlaylist,0
I am giving this current novel 4 out of 6 stars,RateBook,4
Find the trailer for Real Men Cry,SearchCreativeWork,5
Find a movie called Greatest Time of Year.,SearchCreativeWork,5
my indietronic playlist needs until the end of time added,AddToPlaylist,0
is The Clowns at the nearest cinema,SearchScreeningEvent,6
"Book me a reservation at a burger joint close-by Choate on july 16th, 2022",BookRestaurant,1
add steve albini album to my psychedelic rock playlist,AddToPlaylist,0
I am giving Fifty Years a Hunter and Trapper a 1 rating.,RateBook,4
find the video game The Tomb,SearchCreativeWork,5
add scott putesky to concentración indie rock playlist,AddToPlaylist,0
I want do you want to build a snowman in my Hip Hop 2017 New School playlist,AddToPlaylist,0
find a trailer for Pesterminator: The Western Exterminator,SearchCreativeWork,5
add maschi e altri to my this is john williams,AddToPlaylist,0
Listen to Dragon Ball: Music Collection,SearchCreativeWork,5
"book a spot for 8 at The Kitchin on october the 13th, 2039",BookRestaurant,1
find a photograph called The Wish List,SearchCreativeWork,5
rate this book one for this stars judging,RateBook,4
What is the nearest movie house playing George Washington Slept Here,SearchScreeningEvent,6
I gave the current series 0 points,RateBook,4
I'm wondering what cinema is playing Peters baby.,SearchScreeningEvent,6
"Book a restaurant for monique stewart, arlene and jami.",BookRestaurant,1
"I would like to book at a pub on mar. 8, 2020 that is close to Broadway-Lafayette St for my daughters and I.",BookRestaurant,1
Show The Late Great Townes Van Zandt,SearchCreativeWork,5
Add another tune to my Soft Rock  playlist.,AddToPlaylist,0
Find a TV series called All Time Greatest Movie Songs.,SearchCreativeWork,5
What film is playing in the neighbourhood,SearchScreeningEvent,6
Play the trailer for A Lineage of Grace,SearchCreativeWork,5
I would rate the Executive Power a four and a best rating of 6,RateBook,4
this essay should get 1 of the points,RateBook,4
rate the current essay 2 stars,RateBook,4
show me movies in the area,SearchScreeningEvent,6
Rate Secret Weapon a four,RateBook,4
book a table for nine PM at a pub in MA,BookRestaurant,1
"Put this song on my playlist, In The Name Of Blues.",AddToPlaylist,0
I need to find Best of the West Rides Again,SearchCreativeWork,5
Rate this novel four of 6,RateBook,4
I'd like to watch Nathan the Wise at the closest movie house,SearchScreeningEvent,6
Add david henry hwang to the This Is Nicky Jam playlist.,AddToPlaylist,0
Please add Liberty Forever to the road trip playlist.,AddToPlaylist,0
Show me the movie schedule for nearby movies.,SearchScreeningEvent,6
I want to book a bar neighboring our apartment.,BookRestaurant,1
Find The American Journal of Economics and Sociology.,SearchCreativeWork,5
"I'd like a reservation at a place in Iran for neva, alice and maggie parker.",BookRestaurant,1
Add Jamaica Say You Will  to my metal,AddToPlaylist,0
find a movie house with Ulterior Motive that is closest,SearchScreeningEvent,6
Find me The Memorial,SearchCreativeWork,5
Add anson hu to my conexiones list,AddToPlaylist,0
add Rakim y Ken Y to my Gold Edition playlist,AddToPlaylist,0
Is it supposed to be sunny here,GetWeather,2
I want to watch the movie X Window Display Manager,SearchCreativeWork,5
add Love Story wa Totsuzen ni to the martin garrix show playlist,AddToPlaylist,0
Is it freezing on Jun. the 21st in Apshawa South Africa,GetWeather,2
Can you add something by Faultline to jannie's Strength of Street Knowledge playlist,AddToPlaylist,0
Will it be chilly around Oregonia in 9 months,GetWeather,2
I give this terrible book a two out of 6.,RateBook,4
stars for this album are one for the current 6 ratings,RateBook,4
"Book a reservation for The Training Table on Mar. thirteenth, 2026",BookRestaurant,1
Need a table for a party of 3 in Laos at a Theme restaurant,BookRestaurant,1
Show the movie schedule of animated movies close by,SearchScreeningEvent,6
book me a bar that has chicken fried bacon in Vermont,BookRestaurant,1
Find the movie schedule for Amco Entertainment 1 minute from now.,SearchScreeningEvent,6
Find a painting called Thunder in the Sky.,SearchCreativeWork,5
find movie schedules for AMC Theaters,SearchScreeningEvent,6
Is the weather colder in Costa Rica,GetWeather,2
Find a table for two in a place not far in Culdesac,BookRestaurant,1
add this matt bachand tune to pure rock & roll,AddToPlaylist,0
Will it be chillier in La Mesa?,GetWeather,2
What type of movie  is Houston Press?,SearchCreativeWork,5
Where is Walt: The Man Behind the Myth playing,SearchScreeningEvent,6
rate my current novel four out of 6 stars,RateBook,4
give 0 out of 6 points to current textbook,RateBook,4
I'm giving 0 points to A New Lease of Death.,RateBook,4
Can you add don moye to my Pop playlist?,AddToPlaylist,0
Add another tune to my verano playlist.,AddToPlaylist,0
Look for the album called The Tale of Mr. Jeremy Fisher,SearchCreativeWork,5
I want a table to seat 10 at a close-by to Ottumwa that serves osteria and ranch dressing.,BookRestaurant,1
Book a table at a pub in China.,BookRestaurant,1
Rate this book 0 points out of 6,RateBook,4
rate the current album 5 out of 6 points,RateBook,4
Book a restaurant far from Kokomo this fall.,BookRestaurant,1
Find a table at a restaurant that serves corn relish in Venezuela,BookRestaurant,1
add Joe Hickerson  to my Jazz – Classical Crossings,AddToPlaylist,0
"rate the book series I, Robot one out of 6 stars",RateBook,4
What is the weather forecast for Winger,GetWeather,2
when is Good Will Evil playing at Loews Cineplex Entertainment,SearchScreeningEvent,6
Is there hail forecast for Hale Center on 7/22/2030?,GetWeather,2
look up Holy Water,SearchCreativeWork,5
Book a table for 10 at the Dunbrody Country House Hotel in Serbia,BookRestaurant,1
What's the forecast for Pipe Spring National Monument?,GetWeather,2
Find a video game called Batman: The Return of Bruce Wayne.,SearchCreativeWork,5
rate Special Assignments 0 of 6 points,RateBook,4
I need a reservation that has spanish rice at a cafeteria with ten people today,BookRestaurant,1
Will there be fog in Nebraska?,GetWeather,2
Show the Feed the Kitty painting,SearchCreativeWork,5
"Can you find me the movie, The Girl and the General?",SearchCreativeWork,5
I'd like to watch movies at the closest movie theatre,SearchScreeningEvent,6
Can you get me the Maldeamores saga?,SearchCreativeWork,5
Give the current book 0 points.,RateBook,4
Add the album to the top 100 country tracks on spotify playlist.,AddToPlaylist,0
find movie times,SearchScreeningEvent,6
give this textbook a 4,RateBook,4
Show me the forecast for Wisconsin,GetWeather,2
Book a Theme restaurant in Cameroon for 6 people.,BookRestaurant,1
Where is the nearest movie house that is playing Sirivantha,SearchScreeningEvent,6
what is the Lualualei forecast for one minute from now,GetWeather,2
Please place tim wright's track onto the queen playlist.,AddToPlaylist,0
I want to book a popular tyrolean steakhouse in Madison Park WA in 1 hour nine minutes and one second,BookRestaurant,1
I'd like to watch movies at the closest movie theatre,SearchScreeningEvent,6
what animated movies are in the neighbourhood,SearchScreeningEvent,6
I want to listen to the soundtrack The Om Years,SearchCreativeWork,5
napoleon xiv should be added to sharlene's playlist transatlantic lullaby,AddToPlaylist,0
What is the weather in Port Vue,GetWeather,2
add chas chandler to my Aux Cord Privileges,AddToPlaylist,0
find Boyish Story,SearchCreativeWork,5
Please tell me the forecast for here,GetWeather,2
Will it storm in North Sioux City AL,GetWeather,2
Find me the nearest movie house that is showing The Saviour.,SearchScreeningEvent,6
Book a restaurant in Michigan for 4 people.,BookRestaurant,1
For this current essay I give 5 of 6 points,RateBook,4
Please search the Irv Gotti Presents: The Murderers picture.,SearchCreativeWork,5
I need seats for 6 at a place in AK,BookRestaurant,1
What is the closest cinema with animated movies,SearchScreeningEvent,6
What's the weather forecast for my current spot in eight hours?,GetWeather,2
book a spot in Malin KY,BookRestaurant,1
"book a spot for wilma, gay and I At The Gowanus Yacht Club in Montenegro",BookRestaurant,1
Book a restaurant for four on october 9 in Maine,BookRestaurant,1
rate this book titled The Silver Chalice a 1,RateBook,4
Find the Now We Are Six saga,SearchCreativeWork,5
what films are showing around here,SearchScreeningEvent,6
give four out of 6 stars to this textbook,RateBook,4
add the current tune to my Rock Gaming playlist,AddToPlaylist,0
"What will the weather be like on feb. sixth, 2024 at Blanco State Park",GetWeather,2
Is it humid in Kuwait,GetWeather,2
"I'd like to go to the Venetian Theatre in Gabon, party of seven",BookRestaurant,1
When is Romance on the Range playing at movie house?,SearchScreeningEvent,6
Not Yet: A Memoir of Living and Almost Dying was one out of 6 stars,RateBook,4
I'd like to have southeastern brazilian at the pub in Dominica,BookRestaurant,1
find me The Seven-Ups,SearchCreativeWork,5
I'd like to watch the trailer for As Tears Go By,SearchCreativeWork,5
Will there be a blizzard next friday close in TN?,GetWeather,2
Lets go to a steakhouse before we go to the pool,BookRestaurant,1
add Brian May to my Reggae Infusions list,AddToPlaylist,0
rate this book titled Sombrero Fallout: A Japanese Novel 0 points,RateBook,4
add artist to my Phunkadelic playlist,AddToPlaylist,0
rate the previous novel a 1 out of 6,RateBook,4
Find the movie schedules for Speakeasy Theaters.,SearchScreeningEvent,6
Find a reservation at Fish Express,BookRestaurant,1
Show me the album Andrews University Seminary Studies,SearchCreativeWork,5
put Framed onto my ntc studio sounds playlist,AddToPlaylist,0
"What is the weather forecast for North Carolina on October thirteenth, 2037",GetWeather,2
Is it hotter now in Hicks,GetWeather,2
Will it be hot in Saint Jo Alaska,GetWeather,2
add this tune to Escapada,AddToPlaylist,0
Find me Royal Astronomy,SearchCreativeWork,5
Find time for the movie schedule,SearchScreeningEvent,6
rate The Manxman 5 out of 6,RateBook,4
Will there be a snowfall here in the neighboring areas?,GetWeather,2
Add an album to my week end playlist,AddToPlaylist,0
"When it comes to Dukes and the District Of Columbia, what will the weather be in one hour",GetWeather,2
Fine movie times for animated movies in the neighborhood.,SearchScreeningEvent,6
Where can I find the novel Meast,SearchCreativeWork,5
book a table at a tea house in 21 hours in Northern Mariana Islands,BookRestaurant,1
add boyce and hart to Urban Hits playlist,AddToPlaylist,0
What cinema is The Railway Children,SearchScreeningEvent,6
I want to book a restaurant within walking distance of my neighborhood.,BookRestaurant,1
Find the movie schedules at Magic Johnson Theatres,SearchScreeningEvent,6
I want to see movie schedules at Plitt Theatres.,SearchScreeningEvent,6
please put the artist Matt McKenna in my This Is Shakira playlist,AddToPlaylist,0
Add The Stars and Stripes Forever to the soulful disco playlist.,AddToPlaylist,0
I would rate The Codebreakers a rating of 6 and a value of 2,RateBook,4
I want to add the Classical Moments in Movies track to my playlist,AddToPlaylist,0
I want to book a restaurant for four people in Eminence.,BookRestaurant,1
rate this book titled House of Dolls three out of 6 stars,RateBook,4
I want to move this album to the selektor playlist,AddToPlaylist,0
show chillier conditions next week in Camp Bird,GetWeather,2
this album deserves a 0 of 6 possible,RateBook,4
I'd like to reserve a table at a pub that serves andouillettes within the same area in San Marino.,BookRestaurant,1
Book me a restaurant in Cyprus at a pub,BookRestaurant,1
play the song Red Lanta,SearchCreativeWork,5
"Book a table at a tavern in Albania for annette, darlene and barbara james for ten AM",BookRestaurant,1
What's the weather at four pm in Honduras,GetWeather,2
Are any animated movies playing at Magic Johnson Theatres?,SearchScreeningEvent,6
show me the schedule of Outlaw of Gor at nearest movie house at 5 A.M.,SearchScreeningEvent,6
I want another artist on my atmospheric black metal playlist,AddToPlaylist,0
Find the movie times for Caribbean Cinemas.,SearchScreeningEvent,6
Will it be warm here in one hour,GetWeather,2
I want to eat at a Escondida South Carolina restaurant for 8 people,BookRestaurant,1
I would rate this album a zero and give it a best rating of 6,RateBook,4
book a spot for me and my sister at a restaurant that has clafoutis,BookRestaurant,1
Find a reservation far from my work location in eight hours for 8 people at Union Auto Company,BookRestaurant,1
"Make a reservation in a popular sicilian bar place nearby, for me only, tomorrow",BookRestaurant,1
Show the Minutes to Midnight photograph,SearchCreativeWork,5
book a table at a top-rated brasserie in Pakistan,BookRestaurant,1
Add a tune by alex gaudino to my The New Waltz playlist.,AddToPlaylist,0
For the current essay I give a total of 1 stars,RateBook,4
"find The Real Dirt on Farmer John, a saga",SearchCreativeWork,5
What is the weather like in Colorado?,GetWeather,2
give 1 points to current textbook,RateBook,4
show creative soundtrack Pitch Black Brigade,SearchCreativeWork,5
I need to book a top-rated steakhouse this Autumn  for 1 around Azerbaijan,BookRestaurant,1
give two points out of 6 to this essay,RateBook,4
how cold is it in Princeton Junction,GetWeather,2
find Casting Crowns discography,SearchCreativeWork,5
Give the current book five stars out of 6.,RateBook,4
I need a restaurant that has internet access for a party of six,BookRestaurant,1
Add album to Pop Rising,AddToPlaylist,0
What movies are currently playing at the Caribbean Cinemas,SearchScreeningEvent,6
I need to find the work Brotherly Love,SearchCreativeWork,5
Find the movie times for movies playing in the neighborhood,SearchScreeningEvent,6
Find me showtimes for How I Unleashed World War II.,SearchScreeningEvent,6
Where can I view the picture of Workin’ with the Miles Davis Quintet,SearchCreativeWork,5
Where can I find the picture of House Foundation,SearchCreativeWork,5
Will it be overcast at lunch time in Saint Vincent and the Grenadines,GetWeather,2
four out of 6 stars for Special Assignments,RateBook,4
Show movie schedules for Douglas Theatre Company,SearchScreeningEvent,6
help me find the book called Journal of Neuroscience Research,SearchCreativeWork,5
Add Cleo Laine to psychedelic rock,AddToPlaylist,0
I want to rate the current textbook with 4,RateBook,4
Fine a movie schedule.,SearchScreeningEvent,6
Look for the High Noon TV show,SearchCreativeWork,5
We want to eat at a brasserie with sicilian food in Nebraska,BookRestaurant,1
Find the closest movie house that plays animated movies,SearchScreeningEvent,6
is it cloudy here,GetWeather,2
