id,response,participant_id,timestamp,age_group
501,I say yes to everything and then resent everyone for it - i've learned that you can be grateful AND still want more,P501,2025-04-24 21:27:41,36-45
502,whatever happens happens I guess - ughhh self-improvement culture is toxic sometimes,P502,2025-04-24 21:50:35,18-25
503,I haven't had a real vacation in 3 years and i've set boundaries with my family and it's been the hardest thing but also the most necessary for my growth,P503,2025-04-24 22:24:26,46-55
504,BURNOUT IS REAL - i've stopped trying to control the future,P504,2025-04-24 22:41:02,46-55
505,"All things considered, i found my community through online gaming. People dismiss it but these friendships are real &amp; meaningful.",P505,2025-04-24 22:54:54,18-25
506,Feel like I'm faking it constantly but ahhh I love my therapist,P506,2025-04-24 23:32:49,26-35
507,"To be honest, i've been feeeeling overwhelmed by everything. Work, family, responsibilities - it never ends overall",P507,2025-04-24 23:50:37,36-45
508,"From my perspective, happiness isn't a destination, it's a practice. Something you do every day, not something you achieve.",P508,2025-04-25 00:03:33,46-55
509,ughhh social battery is REAL. I really enjoy my friends but I also need alone time to recharge,P509,2025-04-25 00:10:31,26-35
510,"I recieve so much joy from my garden. Additionally, support from my church community has been invaluable during my health struggles overall",P510,2025-04-25 00:31:46,56+
511,"Fulfillment comes from alignment - when my actions match my values. Additionally, highly recommend",P511,2025-04-25 00:52:51,36-45
512,My support network helped me through my divorce. Without them I would have been completely lost overall,P512,2025-04-25 00:57:34,46-55
513,Challenges test us but they also reveal us but i've set boundaries with my family and it's been the hardest thing but also the most necessary for my growth,P513,2025-04-25 01:28:27,46-55
514,"People think I'm fine because I look fine on the outside, also will my skills even be relevant in 10 years",P514,2025-04-25 01:45:04,36-45
515,"It helps me process my emotions before they overwhelm me. Additionally, i've started leaving work at work",P515,2025-04-25 02:06:42,46-55
516,"Honestly, stress is my constant companion. I've normalized it but I know that's not healthy in general",P516,2025-04-25 02:19:50,46-55
517,"Will I have enough, also watching things grow that I planted myself is magical",P517,2025-04-25 02:52:37,56+
518,My boss is unreasonable and the stigma kept me away for too long I think,P518,2025-04-25 03:37:00,26-35
519,I'm gonna stop waiting for the right time and just start. is that weird,P519,2025-04-25 04:16:56,26-35
520,"Uncertainty used to paralyze me but now I try to embrace it, also i don't know how much longer I can keep this up",P520,2025-04-25 04:37:17,36-45
521,I'm constantly working on self-improvement and my boss is unreasonable,P521,2025-04-25 04:57:12,26-35
522,"My coping mechanisms used to be unhealthy - drinking, avoiding problems. Now I have better tools thanks to therapy to be honest",P522,2025-04-25 05:12:45,36-45
523,"I have to say, self-improvement has become my hobby??? Not sure if that's healthy or not for sure",P523,2025-04-25 05:20:13,26-35
524,Some friendships faded but the ones that remained are stronger than ever. one is useful,P524,2025-04-25 05:44:59,36-45
525,"I mean, therapy is expensive but worth every penny. It's an investment in myself.",P525,2025-04-25 06:05:41,36-45
526,I'd say that i've been soooo exhausted from work. Even weekends don't feel like enough recovery time.,P526,2025-04-25 06:33:29,26-35
527,Coping with grief has been the hardest thing I've ever done. Therapy helped me process losing my mom for sure,P527,2025-04-25 06:51:05,46-55
528,BURNOUT IS REALLLLY AFFECTING MY RELATIONSHIPS. I COME HOME EXHAUSTED AND HAVE NOTHING LEFT TO GIVE TO MY FAMILY REALLY,P528,2025-04-25 07:10:22,36-45
529,"It's an investment in myself, also burnout is realllly affecting my relationships",P529,2025-04-25 07:42:52,36-45
530,Therapy is expensive but worth every penny and quality over quantity,P530,2025-04-25 08:19:38,36-45
531,Loneliness during the pandemic showed me how much I need human connection - i forgot how much I love painting,P531,2025-04-25 08:29:14,36-45
532,Therapy is the best thing I've ever done for myself but small steps forward are still steps forward,P532,2025-04-25 09:00:26,26-35
533,"I have to say, boundaries at work are non-negotiable now, also challenges have shaped me into who I am",P533,2025-04-25 09:33:00,46-55
534,I'm definately struggling to seperate my work life from my personal life since everything happens in my living room now. learning to fail gracefully has been a major area of growth all in all,P534,2025-04-25 10:08:37,26-35
535,"Truthfully, i occassionally think about quitting everything and moving to a cabin in the woods. Just... disappearing.",P535,2025-04-25 10:38:57,36-45
536,"Community isn't given, it's built. I'm investing time and energy into building mine.",P536,2025-04-25 11:02:28,46-55
537,it's not helpful - the less alone we all feel,P537,2025-04-25 11:41:00,26-35
538,Why is rest so hard and i'm definately struggling to seperate my work life from my personal life since everything happens in my living room now,P538,2025-04-25 12:24:50,26-35
539,THE STRESS IS UNBEARABLE. I wake up at 3am thinking about work emails in my opinion,P539,2025-04-25 13:09:40,46-55
540,Life satisfaction is sorta complicated for me - nORMALIZE TALKING ABOUT MENTAL HEALTH really,P540,2025-04-25 13:50:42,26-35
541,"sunshine on my face - that's where I find joy. Additionally, i hope to retire comfortably but the economy makes me nervous",P541,2025-04-25 14:11:39,56+
542,"it's a practice, also optimism isn't naivety",P542,2025-04-25 14:21:28,46-55
543,I'D SAY THAT I OCCASSIONALLY STILL HAVE BAD MENTAL HEALTH DAYS BUT I HAVE TOOLS NOW. THAT MAKES ALL THE DIFFERENCE.,P543,2025-04-25 14:44:56,36-45
544,"The present moment is all we really have. Additionally, self-care for me means setting boundaries   saying no to things that drain my energy   and prioritizing sleep",P544,2025-04-25 15:20:30,46-55
545,"In my experience, the hardest part of managing anxiety is that nobody can see it. People think I'm fine because I look fine on the outside.",P545,2025-04-25 15:35:55,36-45
546,"Truthfully, uncertainty used to paralyze me but now I see it as possibility. Anything could happen!!!",P546,2025-04-25 16:12:58,26-35
547,"THE LITTLE THINGS MATTER. A stranger's smile, a very good book, sunshine on my face - that's where I find joy.",P547,2025-04-25 16:17:02,56+
548,"I've set some ambitious goals for this year. Gonna run a marathon, learn Spanish, and read 50 books tbh",P548,2025-04-25 16:55:51,26-35
549,alright,P549,2025-04-25 17:04:12,46-55
550,My company introduced mental health days and it's made such a difference!!! Finally feel supported to be honest,P550,2025-04-25 17:30:16,26-35
551,crazy people but finally feel supported,P551,2025-04-25 18:13:52,26-35
552,I kinda isolate when I'm depressed which makes the depression worse and finally set some boundaries at work if I'm being honest,P552,2025-04-25 18:35:49,26-35
553,"From my perspective, meh",P553,2025-04-25 19:16:05,18-25
554,I've stopped trying to control the future. I make plans but hold them loosely. Life has other ideas sometimes to be honest,P554,2025-04-25 19:27:39,46-55
555,THERAPY SHOULD BE FREE. MENTAL HEALTH CARE IS HEALTH CARE. PERIOD.,P555,2025-04-25 20:11:01,26-35
556,Can't I just be a person without optimizing everything but seeing everyone's perfect lives while I'm sitting alone to be honest,P556,2025-04-25 20:29:18,18-25
557,Joined a hiking group last month and it's been wonderful!!! Finally found my people &quot;in the wild&quot; haha all in all,P557,2025-04-25 21:11:55,36-45
558,FINALLY found a medication that works for my depression without appalling side effects. It took 3 years of trying different things.,P558,2025-04-25 21:54:42,26-35
559,I recieve feedback better now that I've worked on my defensiveness. uncertainty is the only certainty,P559,2025-04-25 22:23:40,36-45
560,"I'm constantly working on self-improvement. Additionally, i definately compare myself to others too much",P560,2025-04-25 23:06:20,26-35
561,"I'M LEARNING TO BE A SERIOUSLY BETTER FRIEND. LISTENING MORE, ADVICE GIVING LESS. BEING PRESENT WITHOUT FIXING.",P561,2025-04-25 23:30:41,36-45
562,I've been feeeeling overwhelmed by everything and there's nothing like it,P562,2025-04-25 23:56:58,36-45
563,"From my perspective, ughhh social battery is REAL, also i've been realllly struggling with work lately",P563,2025-04-26 00:29:35,26-35
564,I've stopped trying to control the future. I make plans but hold them loosely. Life has other ideas sometimes overall,P564,2025-04-26 01:01:06,46-55
565,"In all honesty, fears about the future keep me up at night sometimes... health, finances, losing loved ones...",P565,2025-04-26 01:10:52,46-55
566,"In my experience, i've been neglecting my friendships and I regret it. Too focused on career while relationships withered.",P566,2025-04-26 01:30:06,46-55
567,"Overall, anxiety management is a daily practice. Additionally, more memories if I'm being honest",P567,2025-04-26 01:53:33,26-35
568,WORK-LIFE BALANCE IMPROVED WHEN I STOPPED CHECKING EMAIL ON WEEKENDS. REVOLUTIONARY CONCEPT APPARENTLY I THINK,P568,2025-04-26 02:07:45,36-45
569,Revolutionary concept apparently - i've stopped chasing happiness and started creating conditions for it,P569,2025-04-26 02:17:03,36-45
570,I've been neglecting my friendships and I regret it and without them I would have been completely lost,P570,2025-04-26 02:45:30,46-55
571,"My goal is to become more patient. With myself, with others, with the process of life itself to be honest",P571,2025-04-26 03:08:44,56+
572,My community center offers free classes for seniors and it's helped me stay connected after retiring really,P572,2025-04-26 03:54:31,56+
573,"In my experience, i wanna make more friends but it's sooo hard as an adult. Everyone already has their established friend groups.",P573,2025-04-26 04:03:43,26-35
574,Burnout symptoms are creeping back. i've been practicing mindfulness for a year and my anxiety has decreased significantly,P574,2025-04-26 04:25:04,36-45
575,"I mean, remote work has been both a blessing and a curse. Flexibility yes, but also no escape from the job.",P575,2025-04-26 04:31:50,36-45
576,It helps me process my emotions before they overwhelm me. i don't know why I spent so many years prioritizing work over people,P576,2025-04-26 05:01:16,46-55
577,"Connection is a basic human need. Additionally, learning to sit with uncomfortable emotions rather than numbing them has been transformative for my mental health",P577,2025-04-26 05:22:15,36-45
578,"Fears about the future keep me up at night sometimes... health, finances, losing loved ones I think",P578,2025-04-26 05:49:46,46-55
579,"Overall, tHE LITTLE THINGS MATTER. A stranger's smile, a great book, sunshine on my face - that's where I find joy.",P579,2025-04-26 06:05:33,56+
580,I started a gratitude jar. Every day I write something I'm thankful for. On lacking days I read through them.,P580,2025-04-26 06:51:09,26-35
581,"I'm learning to ask for help. It doesn't make me weak, it makes me human if I'm being honest",P581,2025-04-26 07:33:47,36-45
582,"I've normalized it but I know that's not healthy, also i recieve so much comfort from my daily journaling practice",P582,2025-04-26 08:09:28,46-55
583,I recieve feedback better now that I've worked on my defensiveness. my support system carried me through my darkest times,P583,2025-04-26 08:32:18,36-45
584,I HOPE MY CHILDREN HAVE BETTER OPPORTUNITIES THAN I DID. THAT'S WHAT KEEPS ME WORKING SO HARD.,P584,2025-04-26 09:11:34,46-55
585,"Truthfully, i'm gonna keep working on myself even when it's hard. Mental health is a journey not a destination.",P585,2025-04-26 09:51:03,26-35
586,LIKE I KEEP WORKING ON THE SAME ISSUES FOREVER. I'VE LEARNED THAT SAYING NO TO EXTRA PROJECTS ISN'T SELFISH,P586,2025-04-26 10:00:13,36-45
587,I recieve criticism better now than I used to - i've been off medication for 2 years now and managing well with therapy and lifestyle changes,P587,2025-04-26 10:20:30,36-45
588,"less screen time. Additionally, both can be true",P588,2025-04-26 10:39:35,36-45
589,I recieve so much comfort from my daily journaling practice. It helps me process my emotions before they overwhelm me in general,P589,2025-04-26 10:47:41,46-55
590,"I definately struggle with imposter syndrome at work, also i'm gonna keep working on myself even when it's hard",P590,2025-04-26 11:24:16,26-35
591,I'm happier now at 60 than I was at 30. Age brings perspective &amp; I've stopped sweating the small stuff overall,P591,2025-04-26 11:54:19,56+
592,"All things considered, tHE SIMPLE LIFE IS UNDERRATED. Less stuff, less stress, more space for what matters.",P592,2025-04-26 12:31:43,46-55
593,"In all honesty, stress has become my baseline... I don't even know what relaxed feels like anymore",P593,2025-04-26 12:43:33,36-45
594,"Community isn't given. Additionally, i haven't had a real vacation in 3 years in general",P594,2025-04-26 13:16:27,46-55
595,My friends have been AMAZING support system and fINALLY found a medication that works for my depression without terrible side effects,P595,2025-04-26 13:43:34,26-35
596,Mindfulness seemed like woo-woo nonsense until I tried it. Now I practice every single day honestly,P596,2025-04-26 14:01:39,46-55
597,"In all honesty, my goal is to become more patient. With myself, with others, with the process of life itself.",P597,2025-04-26 14:39:17,56+
598,"It used to be money and status. Additionally, losing loved ones",P598,2025-04-26 15:05:23,46-55
599,Anxiety management is a daily practice. Some days are easier than others to be honest,P599,2025-04-26 15:49:46,26-35
600,I definately feel more fulfilled since I started prioritizing experiences over things but i can't find time for myself,P600,2025-04-26 15:59:17,26-35
601,it was alright,P601,2025-04-26 16:12:29,36-45
602,"From my perspective, gratitude practice has been somewhat helpful but sometimes it feels forced??? Like I'm trying to convince myself to be incredibly happy",P602,2025-04-26 16:38:07,26-35
603,My company introduced mental health days and it's made such a difference!!! Finally feel supported in general,P603,2025-04-26 16:42:59,26-35
604,My fears about aging have lessened as I've gotten older. Each decade has brought unexpected gifts overall,P604,2025-04-26 16:53:39,56+
605,"TRUE FRIENDS SHOW UP. ADDITIONALLY, EVERYTHING ELSE IS JUST DETAILS IN MY OPINION",P605,2025-04-26 17:15:45,46-55
606,I'd say that making friends as an adult is sooo much harder than anyone tells you. Where do people even meet???,P606,2025-04-26 17:25:44,26-35
607,It's the only way to stay sane - it's motivation to live fully today overall,P607,2025-04-26 18:04:43,46-55
608,I'm not alone in this - i've been feeeeling more anxious than usual lately,P608,2025-04-26 18:16:49,26-35
609,"I have to say, i'm satisfied with where I am while still working toward where I want to be. Both can be true if I'm being honest",P609,2025-04-26 18:46:27,36-45
610,Every time I think I've figured something out and my social anxiety makes it realllly hard to make new connections really,P610,2025-04-26 19:32:02,18-25
611,I'd say that mindfulness helps but it's not a cure-all. I still need medication and that's okay overall,P611,2025-04-26 20:00:41,36-45
612,THERAPY SHOULD BE FREE. Mental health care is health care. Period tbh,P612,2025-04-26 20:15:01,26-35
613,"I gotta say, tOMORROW IS NOT PROMISED but that's not scary, it's motivation to live fully today.",P613,2025-04-26 20:18:50,46-55
614,"Uncertainty used to paralyze me but now I try to embrace it, also i say yes to everything and then resent everyone for it",P614,2025-04-26 20:43:10,36-45
615,I've been soooo fatigued from work. Even weekends don't feel like enough recovery time.,P615,2025-04-26 21:14:13,26-35
616,"Learning to sit with uncomfortable emotions rather than numbing them has been transformative for my mental health. Additionally, a laugh with friends really",P616,2025-04-26 21:25:51,36-45
617,Ahhh I love my therapist. She's helped me understand patterns I've been repeating my whole life honestly,P617,2025-04-26 21:36:52,26-35
618,I've found my tribe through shared interests - i can be surrounded by people and still feel completely isolated,P618,2025-04-26 22:10:46,36-45
619,I occassionally feel like I don't belong anywhere and my social anxiety makes it realllly hard to make new connections,P619,2025-04-26 22:35:46,18-25
620,"Personal growth is a lifelong journey. Additionally, i'm learning to be a better friend",P620,2025-04-26 23:17:17,36-45
621,average,P621,2025-04-26 23:21:28,36-45
622,"I gotta say, i plan for the future but try not to live there. The present moment is all we really have for sure",P622,2025-04-26 23:42:12,46-55
623,"NORMALIZE TALKING ABOUT MENTAL HEALTH. THE MORE WE SHARE, THE LESS ALONE WE ALL FEEL.",P623,2025-04-27 00:25:03,26-35
624,I hope to retire comfortably but the economy makes me nervous. Will I have enough? Will social security still exist I think,P624,2025-04-27 01:08:32,56+
625,"Looking back, self-improvement has become my hobby??? Not sure if that's healthy or not honestly",P625,2025-04-27 01:19:11,26-35
626,I occassionally feel stuck in my personal development - therapy is expensive but worth every penny,P626,2025-04-27 01:43:14,36-45
627,I wanna host more gatherings and i've been soooo stressed that my body is showing it,P627,2025-04-27 02:06:44,36-45
628,"I love my friends but I also need alone time to recharge, also anxiety management is a daily practice",P628,2025-04-27 02:32:21,26-35
629,"clean water. Additionally, i know the signs now",P629,2025-04-27 02:44:59,36-45
630,Burnout is realllly affecting my relationships. I come home slightly exhausted and have nothing left to give to my family.,P630,2025-04-27 03:27:12,36-45
631,"My goals this year: more sleep, less screen time, deeper relationships. Quality over quantity in everything tbh",P631,2025-04-27 04:01:38,36-45
632,The hardest part of managing anxiety is that nobody can see it. People think I'm fine because I look fine on the outside in my opinion,P632,2025-04-27 04:22:20,36-45
633,"Meaning comes from contribution   from mattering to others   from being part of something larger than myself, also just started playing guitar and I love it",P633,2025-04-27 04:48:24,56+
634,"Too focused on career while relationships withered. Additionally, it's the only way to stay sane",P634,2025-04-27 05:27:42,46-55
635,"less stress. Additionally, it's the only way to stay sane",P635,2025-04-27 05:57:31,46-55
636,I'm working on being more patient with my personal growth. Change takes time and that's okay I think,P636,2025-04-27 06:39:59,36-45
637,"Overall, i've been feeling soooo burnt out lately... work just never stops &amp; I can't find time for myself",P637,2025-04-27 07:25:45,26-35
638,"In my experience, i'm investing time and energy into building mine but happiness isn't a destination",P638,2025-04-27 07:57:20,46-55
639,Challenges have made me who I am. Every tough experience taught me something valuable about myself.,P639,2025-04-27 08:05:05,46-55
640,Hope is the thing with feathers that perches in the soul. at 70 I'm taking online courses and loving it,P640,2025-04-27 08:41:32,56+
641,"All things considered, i recieve criticism superior now than I used to. Trying to see it as information rather than attack all in all",P641,2025-04-27 09:01:40,36-45
642,I've been working on accepting compliments... I always deflect but I'm trying to just say thank you I think,P642,2025-04-27 09:41:04,26-35
643,What's the alternative - my plate is overflowing constantly I think,P643,2025-04-27 10:24:47,36-45
644,"Truthfully, i worry about job security with AI taking over everything... will my skills even be relevant in 10 years?",P644,2025-04-27 10:49:05,36-45
645,"I've been making an effort to call my parents more often, also work just never stops overall",P645,2025-04-27 11:17:29,26-35
646,"Looking back, community service connects me to my town in a meaningful way. I feel like I belong here now.",P646,2025-04-27 11:28:00,56+
647,Community involvement has given me a sense of purpose but i've found that gratitude journaling has completely shifted my perspective,P647,2025-04-27 12:06:41,56+
648,I've been neglecting my friendships and I regret it. Too focused on career while relationships withered in my opinion,P648,2025-04-27 12:43:08,46-55
649,"My path is my path, also i literally see the world differently now",P649,2025-04-27 13:12:12,36-45
650,"Why is rest so hard, also i'm gonna stop waiting for the right time and just start",P650,2025-04-27 13:47:22,26-35
651,"responsibilities - it never ends, also staying the same is more painful than changing for sure",P651,2025-04-27 14:17:49,36-45
652,"I have to say, my friends have been Outstanding support system, I definately couldn't have gotten through this without them",P652,2025-04-27 14:50:00,26-35
653,"I'd say that i've realllly been working on vulnerability, also no more waiting for someday",P653,2025-04-27 15:01:55,26-35
654,Is that weird and i've been feeling soooo burnt out lately,P654,2025-04-27 15:05:35,26-35
655,Letting people in is scary but necessary but i love my friends but I also need alone time to recharge,P655,2025-04-27 15:40:53,26-35
656,UNCERTAINTY USED TO PARALYZE ME BUT NOW I TRY TO EMBRACE IT. NOT KNOWING CAN BE EXCITING TOO.,P656,2025-04-27 15:44:21,36-45
657,"THE LITTLE THINGS MATTER. A stranger's smile, a good book, sunshine on my face - that's where I find joy all in all",P657,2025-04-27 15:50:43,56+
658,Too focused on career while relationships withered - good health,P658,2025-04-27 16:20:01,46-55
659,satisfactory,P659,2025-04-27 16:46:10,36-45
660,"From my perspective, i'm satisfied with my life because I've stopped comparing it to others'. My path is my path.",P660,2025-04-27 16:50:33,36-45
661,"To be honest, self-care for me means setting boundaries   saying no to things that drain my energy   and prioritizing sleep - without always striving for more",P661,2025-04-27 16:53:34,46-55
662,not the curated version - for the world,P662,2025-04-27 17:32:32,26-35
663,"I mean, i hope to retire comfortably but the economy makes me nervous. Will I have enough? Will social security still exist?",P663,2025-04-27 17:59:47,56+
664,"In my experience, dunno really tbh",P664,2025-04-27 18:29:14,18-25
665,"BASICALLY, I KINDA THINK THE PURSUIT OF HAPPINESS IS MAKING US MISERABLE. IRONIC ISN'T IT???",P665,2025-04-27 18:57:04,26-35
666,We schedule hangouts months in advance. we bond over books,P666,2025-04-27 19:12:50,36-45
667,"In my experience, i've stopped chasing happiness and started creating conditions for it. Big difference.",P667,2025-04-27 19:29:14,36-45
668,"Honestly, i've been journaling about my feelings &amp; it's helped me identify triggers I didn't even know I had overall",P668,2025-04-27 20:10:51,26-35
669,"I recieve criticism better now than I used to. Additionally, turning off notifications was the best decision I ever made",P669,2025-04-27 20:35:35,36-45
670,"From my perspective, fine I guess",P670,2025-04-27 20:43:50,18-25
671,"I gotta say, i hope my children have really better opportunities than I did. That's what keeps me working so hard.",P671,2025-04-27 21:23:09,46-55
672,"Overall, happiness for me is realllly about the small moments. Not grand achievements, just quiet contentment.",P672,2025-04-27 21:40:13,46-55
673,fine I guess tbh,P673,2025-04-27 21:51:19,18-25
674,"Looking back, i wanna feel more fulfilled but I don't know what's missing. I have everything I'm supposed to want but still feel empty.",P674,2025-04-27 22:17:00,26-35
675,We need to treat it that way but uncertainty used to paralyze me but now I try to embrace it,P675,2025-04-27 22:42:01,36-45
676,Social support is protective for mental health but it doesn't make me weak,P676,2025-04-27 23:17:54,36-45
677,Life is short and i truly believe the next generation will fix what we've broken,P677,2025-04-28 00:02:32,46-55
678,"Now I pick one word to focus on all year. Additionally, what's that",P678,2025-04-28 00:25:53,46-55
679,"All things considered, are we creating our replacements, also haven't had a proper break in so long",P679,2025-04-28 01:02:54,26-35
680,"All things considered, the hardest part of managing anxiety is that nobody can see it. People think I'm fine because I look fine on the outside.",P680,2025-04-28 01:40:28,36-45
681,"I wanna make more friends but it's sooo hard as an adult, also work just never stops",P681,2025-04-28 02:14:50,26-35
682,SELF-CARE ISN'T SELFISH!!! I HAD TO LEARN THIS THE HARD WAY AFTER YEARS OF PUTTING EVERYONE ELSE FIRST,P682,2025-04-28 02:43:43,46-55
683,I've been feeeeling more anxious than usual lately. Not sure what's triggering it I think,P683,2025-04-28 02:54:23,26-35
684,I kinda resent positive thinking culture. Sometimes things are inadequate and pretending otherwise doesn't help to be honest,P684,2025-04-28 03:22:04,26-35
685,"Honestly, i've learned that happiness isn't about having a perfect life. It's about appreciating the imperfect life you have.",P685,2025-04-28 03:30:55,46-55
686,TRUE FRIENDS SHOW UP - it's strategy,P686,2025-04-28 03:38:12,46-55
687,"Honestly, the future feels uncertain but I'm trying to see that as exciting rather than scary.",P687,2025-04-28 04:14:42,26-35
688,Remote work has been a double-edged sword &amp; I miss the separation between work and home all in all,P688,2025-04-28 04:52:55,36-45
689,"In all honesty, i plan for the future but try not to live there. The present moment is all we really have to be honest",P689,2025-04-28 05:06:41,46-55
690,FRIENDSHIP IS SO IMPORTANT - my optimism has been tested lately but I refuse to give up on believing that better days are ahead,P690,2025-04-28 05:47:01,46-55
691,"I'M LEARNING TO ASK FOR HELP. IT DOESN'T MAKE ME WEAK, IT MAKES ME HUMAN.",P691,2025-04-28 05:51:05,36-45
692,"In all honesty, everyone struggles - gratitude practice has been helpful but sometimes it feels forced",P692,2025-04-28 06:36:16,26-35
693,"TRUTHFULLY, WHATEVER HAPPENS HAPPENS I GUESS AND BREATHING EXERCISES SOUND STUPID BUT THEY ACTUALLY HELP",P693,2025-04-28 06:49:41,18-25
694,"Looking back, i'm gonna prioritize rest this year. Not just sleep but actual restoration and recovery.",P694,2025-04-28 07:35:03,26-35
695,"We have agency, also learning to sit with uncomfortable emotions rather than numbing them has been transformative for my mental health",P695,2025-04-28 07:40:54,36-45
696,Anxiety management is a daily practice. Some days are easier than others tbh,P696,2025-04-28 08:06:47,26-35
697,I started a gratitude jar. Every day I write something I'm thankful for. On bad days I read through them to be honest,P697,2025-04-28 08:40:10,26-35
698,"TO BE HONEST, NOTHING REALLY",P698,2025-04-28 08:50:42,18-25
699,ughhh why does getting help have to be so expensive??? Therapy should be accessible to everyone if I'm being honest,P699,2025-04-28 09:20:57,18-25
700,My path is my path. not knowing can be exciting too to be honest,P700,2025-04-28 09:38:49,36-45
701,Without them I would have been completely lost - coping with grief has been the hardest thing I've ever done,P701,2025-04-28 09:57:14,46-55
702,"I gotta say, the pandemic really showed me who my true friends are. Some friendships faded but the ones that remained are stronger than ever.",P702,2025-04-28 10:08:44,36-45
703,THE GRIND CULTURE IS TOXIC - ahhh I love my therapist,P703,2025-04-28 10:24:41,26-35
704,My goals this year: more sleep and i worry about what kind of world my kids will inherit,P704,2025-04-28 10:57:19,36-45
705,I've realllly struggled with feeling fulfilled and i've learned that healing isn't linear,P705,2025-04-28 11:20:47,36-45
706,My goals this year: more sleep. trying to see it as information rather than attack,P706,2025-04-28 11:42:09,36-45
707,"I gotta say, hope is the thing with feathers that perches in the soul... I try to remember that on dark days all in all",P707,2025-04-28 12:00:44,56+
708,I occassionally take mental health days and lie about being sick - goal setting used to stress me out,P708,2025-04-28 12:17:01,26-35
709,"To be honest, i'm gonna prioritize rest this year. Not just sleep but actual restoration and recovery.",P709,2025-04-28 12:47:35,26-35
710,nothing special,P710,2025-04-28 12:56:50,26-35
711,I've been practicing mindfulness for a year and my anxiety has decreased significantly!!! Highly recommend overall,P711,2025-04-28 13:35:00,36-45
712,I occassionally feel guilty for being happy when there's so much suffering in the world. Is that weird all in all,P712,2025-04-28 14:18:26,26-35
713,Growth mindset is realllly hard to maintain when you keep failing at the same things over and over but tHE 4-DAY WORK WEEK SHOULD BE STANDARD,P713,2025-04-28 14:51:37,36-45
714,a laugh with friends and i've been learning to embrace failure as feedback rather than evidence that I'm not good enough,P714,2025-04-28 15:12:12,36-45
715,"I've been learning to set better goals. Additionally, self-compassion is the skill I'm currently working on",P715,2025-04-28 15:32:11,26-35
716,Sometimes I just want people to show up without all the logistics but now I set intentions instead - gentler,P716,2025-04-28 15:50:39,26-35
717,it's helped me identify triggers I didn't even know I had and the right time is now all in all,P717,2025-04-28 16:12:21,26-35
718,"Looking back, i've been seeing a therapist for 6 months now &amp; I wish I had started sooner. The stigma kept me away for too long.",P718,2025-04-28 16:22:25,26-35
719,I try to focus on what I can control and let go of what I can't. It's the only way to stay sane all in all,P719,2025-04-28 16:57:39,46-55
720,MENTAL HEALTH IS HEALTH. Period. End of discussion. We need to treat it that way really,P720,2025-04-28 17:17:03,36-45
721,Making time for friendships is hard when everyone is so busy and social support is protective for mental health,P721,2025-04-28 17:34:28,36-45
722,"From my perspective, i had to learn this the hard way after years of putting everyone else first, also optimism is a choice I make every day all in all",P722,2025-04-28 18:11:56,46-55
723,REMOTE WORK HAS BEEN A DOUBLE-EDGED SWORD &AMP; I MISS THE SEPARATION BETWEEN WORK AND HOME,P723,2025-04-28 18:43:40,36-45
724,"Overall, i've grown so much in the past year!!! Barely recognize who I was 12 months ago honestly",P724,2025-04-28 19:08:06,26-35
725,good,P725,2025-04-28 19:42:19,36-45
726,Sometimes life is hard and that's okay and life satisfaction is sorta complicated for me,P726,2025-04-28 20:14:11,26-35
727,trouble sleeping but you can't pour from an empty cup,P727,2025-04-28 20:30:44,36-45
728,"MY COMMUNITY CENTER OFFERS FREE CLASSES FOR SENIORS AND IT'S HELPED ME STAY CONNECTED AFTER RETIRING. ADDITIONALLY, BEING A BURDEN",P728,2025-04-28 21:15:36,56+
729,We have agency and loneliness is an epidemic and nobody talks about it,P729,2025-04-28 21:26:27,36-45
730,"All things considered, my definition of a good life has simplified over time: health. Additionally, will I have enough if I'm being honest",P730,2025-04-28 21:40:05,56+
731,Making friends as an adult is sooo much harder than anyone tells you - what works changes over time,P731,2025-04-28 22:20:40,26-35
732,I Am passionate about MY LIFE!!! Took 40 years to get here but I finally feel at peace with who I am if I'm being honest,P732,2025-04-28 22:59:36,46-55
733,I'm pretty satisfied with my life overall. Not perfect but pretty good. That's enough tbh,P733,2025-04-28 23:09:28,56+
734,"In all honesty, my optimism has been tested lately but I refuse to give up on believing that better days are ahead!!!",P734,2025-04-28 23:34:44,46-55
735,Managing anxiety is a daily practice not a one-time fix. Some days are harder than others tbh,P735,2025-04-28 23:59:33,36-45
736,Loneliness has been hitting me hard lately especially since I moved to a new city for work,P736,2025-04-29 00:37:02,18-25
737,I recieve feedback stronger now that I've worked on my defensiveness. It's still hard but I'm improving in general,P737,2025-04-29 00:52:23,36-45
738,"I mean, challenges test us but they also reveal us. I've learned so much about myself through hard times.",P738,2025-04-29 00:58:49,46-55
739,"The present moment is all we really have, also it's strategy",P739,2025-04-29 01:11:31,46-55
740,idk,P740,2025-04-29 01:34:50,18-25
741,"THE LITTLE THINGS MATTER. A stranger's smile, a great book, sunshine on my face - that's where I find joy.",P741,2025-04-29 02:02:45,56+
742,"In my experience, i'm satisfied with my life because I've stopped comparing it to others'. My path is my path.",P742,2025-04-29 02:42:22,36-45
743,"Overall, loneliness has been hitting me hard lately especially since I moved to a new city for work",P743,2025-04-29 03:13:00,18-25
744,"I achieved all my goals and still felt empty inside. Additionally, work-life integration is what I aim for now",P744,2025-04-29 03:28:38,36-45
