text,sentiment,label
Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!,neutral,1
"Over the weekend, @Apple sold more than 4,000,000 iPhones. That’s about 16 iPhones sold every second.",neutral,1
@elias_elegantes voltoo a gosta do #TWITTER ?,neutral,1
iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud,neutral,1
"Vous rappelez vous l'époque du "" Gros Méchant #Microsoft ""? http://t.co/7bSGGCO0",neutral,1
"@BenFolds p.s. I would have never used the word ""playa"" over ""player"" if #Twitter wasn't so restrictive...",neutral,1
"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",negative,0
Wow!RT @fmlopez48 #Microsoft trabaja en tecnología con la que cualquier superficie podrá ser usada como pantalla táctil http://t.co/1qbeGAI5,neutral,1
"WOW DOGS!!

@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD",neutral,1
Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?,negative,0
#Android #Google Ice Cream Sandwich SDK now available http://t.co/K0tksZ1O #DhilipSiva,neutral,1
#google เริ่มเปิดต้วระบบปฎิบัติการ Android 4.0 Ice Cream Sandwich แล้ว,neutral,1
"Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)",neutral,1
"Caramba, a mais de 4 dias ninguem fala em mim ou de mim aki no #twitter. Nem mesmo minha noiva. #Fuieskecido...",neutral,1
#twitter :),positive,2
"@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt",neutral,1
@msleamichele @NayaRivera @DiannaAgron @MsAmberPRiley please could u somehow convince #hemo to join #twitter we need her awesomeness!! #glee,neutral,1
#twitter app also doesn't show me the conversation when I touch a tweet.,negative,0
"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",positive,2
On Google+ then go here http://t.co/SxmLkaRR #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,1
Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft,positive,2
The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple,neutral,1
@apple why is my iPhone battery so crappy #fail,negative,0
On Google+ then go here http://t.co/AwDFxDcI #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral,1
"Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it",negative,0
"Je moet er wel een mechanische papegaai voor op je schouder hebben, maar dan heb je ook wat! Erg gaaf! #microsoft http://t.co/sBPd8Nbg",neutral,1
"@Juanbatero1 puchis, apareciste en #twitter voss.... q onda...q congelada la q me estoy dando vos...",neutral,1
"@jcmwright we are a going over to #Google right now, and we are in Maryland (#MICA). Catch up with us this week sometime #edu11",neutral,1
De acuerdo a la encuesta hecha por mi la mayoría de mis amigos de #Facebook no saben utilizar #twitter xD #QueMensos,neutral,1
Steve Ballmer deelt flinke sneer uit naar Android. #beginvaneenstijd? #microsoft #ballmer #android http://t.co/Q3aVgQhn,neutral,1
@joffrey c'est vrai que le message est pas très clair dans cette pub #Microsoft,neutral,1
deberia de ponerme a leer un libro en lugar de estar perdiendo el tiempo en #fb y #twitter :(,neutral,1
Ninguem fala cmgo no #Twitter!,neutral,1
Two Extremes of Touch Interaction #Microsoft #future #fb http://t.co/Di9QkGa5,neutral,1
Should #Microsoft and #Google design their software for mobile devices with two screens?,neutral,1
#twitter show my fuckin retweets bitch,negative,0
"jajajajaja PTM!! Gigo, si tuvieras #Twitter llegaría a poner todas las idioteces que dices jajajajaja #EpicWin!",neutral,1
Kan @Samsung och @Apple sluta slåss om kunderna i rättssalen och med världens bästa produkter istället så blir det mycket bättre!,neutral,1
#Twitter #NYERRR,neutral,1
"@MrRobinson ""hard for"" balms ""to get excited over Android phones"" because #Microsoft isn't collecting enough royalties yet. #isaidit",neutral,1
@apple Or @Microsoft Buying Out @RIM ?,neutral,1
yumyumyum...I want Ice Cream Sandwich... #google #android,positive,2
Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin,neutral,1
"@_kellykatiucia q nada vc q é linda mesmo! :)  só no me lenbro o dia q eu segui vc, Mais ta bom, mais uma pessoal especial no meu #Twitter:)",neutral,1
Die #Apple Story heute Abend in #DOK auf #SF1 war ziemlich beeindruckend R.I.P. #Stevejobs - doch wo wäre Apple heute ohne #Microsoft ?,neutral,1
Lekkere garantie volgens #radar bij @apple. #Ned1,neutral,1
"Addicted to this new game #tripletown on #Google+,",neutral,1
#Twitter #Off',neutral,1
See how you can save 40% on dozens of #Microsoft #certification practice exams http://t.co/KojQrE1q via @EricLigman,neutral,1
#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?,neutral,1
"#Polska #Apple #Torrent #Mac


Free Download!!!

#Microsoft Office 2011 Mac PL

http://t.co/t2iC4z3F",neutral,1
@Apple very disappointed Hogwarts not choice on world clock on iPhone,neutral,1
Where is #Twitter,neutral,1
"Curso de DJ na @apple em breve, informaçoes 30114020 ou 91287199
msn: dj_sandrocosta@hotmail.com
@djtetekerbes",neutral,1
WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!,negative,0
Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android,neutral,1
#Everybody on #twitter go in tha.#bathroom and say #bloodymary3 times wit tha light off,neutral,1
jajajajaja la @mignonmc  contandome un secretoo ii x el #twitter jajajaja,neutral,1
@EddDarkfawn Eso digo yo! pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en #Twitter! ajajajajaja,neutral,1
removing all @apple shit.,negative,0
"I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft",negative,0
#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ,neutral,1
Quit acting all hard. It's only #twitter,neutral,1
@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???,neutral,1
Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics,neutral,1
RT @TheStreet: Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom,neutral,1
@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before,neutral,1
Word of Mouth and the Internet - YouTube http://t.co/UCD9sDx4 #google #searching #wom,neutral,1
Recent study of #Google CTR reveals that top three positions in #GoogleSearch receive 35% of traffic.... http://t.co/IHts3PyW,neutral,1
New iOS 5 update is THE BEST. iloveyou @apple,positive,2
Icecream Sandwich looking good so far. #android #google,positive,2
Ha ha #rotfl #SteveBallmer haalt uit naar #android http://t.co/RQk2AnSM achterhoede gevecht v #microsoft,neutral,1
"#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3… http://t.co/qgzHlLpv",neutral,1
"Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...",negative,0
Reconnaissance faciale poir debloquer ton phone :-)  #google #android,neutral,1
Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h,neutral,1
"RT @interfase: Andy Rubin de #Google develó oficialmente el Samsung #GalaxyNexus, el 1er smartphone con #Android4.0 Ice Cream Sandwich h ...",neutral,1
@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None,negative,0
"#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” » http://t.co/pxHqdSav",neutral,1
"@ksidd94 lol it's #tocomplicated to explain on here lol, #lookitup #google #twitterrookie #lmao",neutral,1
RT @Formateate: Tendremos nueva interfaz de #google #calendar,neutral,1
#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS,neutral,1
RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,neutral,1
Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI,neutral,1
"#Samsung, #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU",neutral,1
"Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi",negative,0
RT @elearnnet: #microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG,neutral,1
"#microsoft Steve Ballmer, CEO da Microsoft, critica usabilidade do Android http://t.co/OzC9ncs1 #windows #tecnologia",neutral,1
"Para todos los androides, he aquí la nueva bestia de #Google! El #GalaxyNexus http://t.co/oUTER1n4",neutral,1
RT @SaeldesN: @AndeersonF_ è Nóis Indicar eu ai no teu #twitter Pra Galera Seguir Pode Ser ' ?,neutral,1
@Apple Scrapple. (:,neutral,1
The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43,neutral,1
RT......zZzZzZzZzZzZzZzZzZzZ...... #Twitter off,neutral,1
@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative,0
#Twitter got DEAD as fuck all of a sudden!!!,negative,0
RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter.,neutral,1
Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps,positive,2
Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 27,neutral,1
Twhistler makes Twitter sing!  #twitter http://t.co/wwNZ6dx6,neutral,1
@kaiylw0lf So #Tumblr is way more addictive than #Twitter... but i still love both of them. and they can coincide with each other! #bromance,neutral,1
What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym,neutral,1
@luisrodrigogali ajjaja noo nooo poes porqq se va a enterarr a menos q tengaa #Twitter jajaja,neutral,1
"#twitter casi no te pelo, lo siento u.u JAJA",neutral,1
Wauw.. Enorm inspirerende dag gehad op het #Microsoft kantoor over #socialmedia en #erp. Dank aan @JudithEva!,neutral,1
enjoy  #Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/vKjwATSr great,neutral,1
#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sólo en el #NexusPrime). #NFC #Google,neutral,1
@simonsays_payme @KaleMurphy @chatoney #twitter addict.. Tweeting while being a Lil BITCH #jerkoffmore #KYS #SMILE http://t.co/7JDvu514,neutral,1
How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ,neutral,1
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o,neutral,1
Equipo altamente #certificado por #Cisco y #Microsoft,neutral,1
Really hate the #Microsoft #mcp site,negative,0
no los menciono por que me calientan el #twitter,neutral,1
It would be great If @Apple would send my new phone. #frustrated,negative,0
I did the best of everyone who failed - Bill Gate #Microsoft,negative,0
"#Microsoft #Werk Sharepoint specialist, Groningen - Het gaat om het verder uitbouwen van een portal en om SharePoint... http://t.co/Ytq1Kv5d",neutral,1
#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW,neutral,1
Can't wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK,positive,2
#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb,neutral,1
"its ok to put up bible verses & encouraging post about God on #Twitter, but make sure you stand by your words, cause your an example.",neutral,1
@Ayy_Queen #google it lol espn too,neutral,1
Dennis Goedegebuure’s Thoughts on Changes in #Google Analytics: I contacted Dennis and asked… http://t.co/okCwNrpq,neutral,1
"o @jcsantos22f1 sumiuuuuuuuuuuuuuuu D, #TWITTER kkkkkk + apareceu n,msn... saudadeeees",neutral,1
Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx,positive,2
xau #twitter.,neutral,1
"booooa tarde, sai da aula da #microsoft e agora to aqui na @Escola_Saga ; D",neutral,1
"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative,0
RT @DonChambitas: Busco más Desarrolladores C# con experiencia también en #Testing para proyecto en #Microsoft http://t.co/tNWl0OYu #net ...,neutral,1
"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,0
#Samsung Galaxy Nexus is now confirmed http://t.co/v4LR34p3 #googlenews #mobile #android40icecreamsandwich #google,neutral,1
"Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts",negative,0
@apple bees w. @DEEJAY_TINYT :),neutral,1
RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/DNwy6mqx by @MeghanKel,neutral,1
@WEirDOsRunSHIT lol #google,neutral,1
"#Google, #Samsung Add ’Ice Cream Sandwich’ Phone http://t.co/oOdugpqG $AAPL $GOOG #hitech #gadgets #mkt #digital",neutral,1
#Twitter-on-,neutral,1
ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman,negative,0
"Pobres losers los que ponen en FB esto no es #Twitter, ósea no comparen por favor...",neutral,1
#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva,neutral,1
@Tita_Ramos #Google it =),positive,2
What Is A #Facebook “Like” Worth For Your Business? http://t.co/BsT25W2u #SMM #SocialMedia #Twitter,neutral,1
#twitter off',neutral,1
#stupid fucking #Twitter #Twitterapp give me my Damn #mentions NOOWWWWWW!!!!! UGH! #DRAWLIN AS ALWAYS #TMW #PROMOALLDAY #FOLLOWLIMITISGAY TO,negative,0
Hell yes!!! Got my contacts back!!  Thanks @apple,positive,2
My thoughts on tonight's #Google Ice Cream Sandwich and #Samsung Galaxy Nexus talk: http://t.co/gu7ScKXL,neutral,1
"Ich glaube, ich habe mich gut auf die Prüfung morgen vorbereitet. #Microsoft #MCITP #HyperV",neutral,1
Porra mo0 cara que nao entro no #TWITTER mais um Salve pra vc's e amanha tem mais flllws pra quem fika  bora laah pra quem vai ksoaksopk,neutral,1
@NahuN_Robles jajaja fregues de #TWITTER x'D,neutral,1
Le agregan face unlock: bloquear y desbloquear el telefono con tu rostro. ESTA DEMASIADO INTERESANTE LA CONFERENCIA DE #GOOGLE JUSTO AHORA.,neutral,1
#Google и #Samsung представили новый смартфон #Galaxy #Nexus на базе новой ОС #Android Ice Cream Sandwich 4.0 http://t.co/yNg45IDC,neutral,1
"#Android #Google Samsung's Galaxy Nexus - It's Official, It's Headed For Global Availability, And It's... http://t.co/TI9Hy8LW #DhilipSiva",neutral,1
Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t.co/yziwv1wd,neutral,1
#Twitter &gt; #Facebook,positive,2
Chucha! me equivoque.... perdón cierto que #twitter es ATP,neutral,1
Just googled what it means if your eyelid twitches. Answer: your tired. I think its time for bed...thanks #Google,neutral,1
#Twitter Off n.n,neutral,1
RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,positive,2
@apple should make Siri avalible for all devices not exclusive to the iPhone 4S,neutral,1
RT @Sour_D_Reyyy: @obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk,neutral,1
RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...,neutral,1
"ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BULLSHIT .",neutral,1
"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative,0
"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P",negative,0
#Twitter #Pause Cenare :9,neutral,1
#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,neutral,1
Belle le magliette che diamo a #SMAU in #Microsoft http://t.co/mU5iHlQi,neutral,1
People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???,neutral,1
Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative,0
@chriswglowe @apple @gadgetlab you can tell me tonight ;-) cracking open the vodka tonight if you fancy ?,neutral,1
@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in,neutral,1
RT @dmolim: #Microsoft превратит любую поверхность в тачскрин http://t.co/vkXG7AZ5,neutral,1
#TWITTER OFF.,neutral,1
"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",negative,0
"8am dentist appointment, i really should be going to bed...#makesnomovetogetupfromcomputer #twitter",neutral,1
#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ,neutral,1
"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*",neutral,1
I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol,neutral,1
#pardus SecureBoot'a Karşı Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft,neutral,1
Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime,neutral,1
"RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,0
"Oja, ik ben gelijk al mijn apps kwijt bedankt @apple .",neutral,1
#Twitter is blowing me ; I can't see my retweets ;(,negative,0
Can this ho Siri update your tweets? cc: @apple @iPhone_News,neutral,1
"ok @apple, now we got our iOS5 and #icloud, can we please have #LogicX",neutral,1
Como esta la gent ermosa del #twitter n.n,neutral,1
#twitter se me hiso vicio,neutral,1
@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY,neutral,1
FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative,0
Hawaii Five.0 kijken. Ruim gesponsord door #microsoft 'I will upload this on skydrive' 'I just found that on #skydrive' #productplacement,neutral,1
@FATBOYFRESH87 Hey brotha I forgot you had a #twitter,neutral,1
"Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbritt.nl #MICROSOFT",neutral,1
"booiiiii
me feeel like some slp a come on
Gd nite #twitter",neutral,1
@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!',negative,0
#Microsoft Office v. X for Mac [Old Version] Review: Computer Software Plus  Education Computer Software Sales http://t.co/4GdWlnNM,neutral,1
Y asi cambie las cosas en el #facebook y en #twitter! =D,neutral,1
"RT @JoelBurns: Dear @Apple, it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts
&gt;(",negative,0
"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",negative,0
Apple vende 4 millones de iPhone 4S en tres días http://t.co/FH5T5Mi6 #turismo #martesviajero @apple,neutral,1
RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral,1
Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz,neutral,1
#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google,positive,2
Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative,0
"RT @WinBetaDotOrg: Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta",neutral,1
Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook,neutral,1
"SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn",neutral,1
"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",negative,0
#wendywilliams just said she was a woman bitch please stop lien on #twitter and on #nationaltv we all know your a man,neutral,1
RT @Free_Nuttball: #fuckyoumean #Pittsburgh don't got the best #twitter.,neutral,1
#ThingsWeAllHate people who think they know it all! hello...your name isn't #Google,neutral,1
#Twitter y #Facebook OFF,negative,0
"just my man @apple store in @schaumburg, whoops!!!!😁",positive,2
Sorry #Apple #Google and #Samsung just made you look bad. #Android is king,positive,2
"#SteveBallmer, CEO de #Microsoft, dice que se necesita ser un cientifico para manejar #Android  http://t.co/W03j7hTA",neutral,1
"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",negative,0
IMEに秋田弁辞書なんてあったらおもしろいのに #Akita #IME #Microsoft,neutral,1
POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...,neutral,1
Top thing you would change about #twitter - go!,neutral,1
#Microsoft y Yahoo extienden su garantía de anuncios hasta el 2013 http://t.co/xAKls4gC,neutral,1
My #twitter age is 2 years 160 days 2 hours 28 minutes 32 seconds. Find out yours at http://t.co/3YI2oDVK #twittertime,neutral,1
@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW,neutral,1
"you got 18 mentions go click on them , run , run , run :::::::: only 1 new ::::: ha ha ha ha #Twitter was kidding with u #Twit2alsh",neutral,1
In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(,negative,0
it runs the world #twitter,neutral,1
iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet,neutral,1
RT @YashasJoshi: #android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wo ...,positive,2
Vuelvo a el #Twitter hasta el 07/11/2011 by _ @LLLF_,neutral,1
What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.,negative,0
Temas más candentes de la semana pasada #BuzzworthyEnEspañol » http://t.co/Yn34NGed #Microsoft #BlackBerry #Skype #Starbucks,neutral,1
Sigue ah @KhrizJoohn  con su nueva cuenta en #Twitter,neutral,1
"IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple",negative,0
#Teamfollowback Microsoft Q1 2012 earnings results due on Thursday #microsoft,neutral,1
"Que es #Android Beam? Una nueva forma que presenta #Google para compartir contenido, solo juntar los teléfonos y pasar la información :)",neutral,1
eo tenho a mania de entrar no #TWITTER  i respondeeer as coisas ki mi mandão kkkkkkkkkkkkk,neutral,1
"AsiaClassifiedToday: Adopting solar leasing programmes in Singapore, by Rachel Wong - eco-bus... http://t.co/l1V1gUIG #asia #google #ads",neutral,1
sunt la http://t.co/x6icubdz #microsoft #events,neutral,1
#Osea jajaja me entero que ahora en el #Twitter se blokea gente mis supuestros primos me blokearon #Lol,neutral,1
@cnbcfastmomey what price should I sell @apple for,neutral,1
Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.,neutral,1
@karth_vader_ when did you change your nick again? I no longer see any of your tweets on my timeline. Anything wrong with #twitter?,neutral,1
"Wordd ""@BblowPoundz This #TT was well needed cuz I thought #Twitter was dien.",neutral,1
RT @GrantThorntonNL: #grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4gr ...,neutral,1
"RT @Osama11: RT @SE4mCom: استجابة الشاشة هي 0.1 وهو رقم أكثر من مرتفع في هاتف محمول 
http://t.co/N2IEuzEN #SE4m #Google #Nexus",neutral,1
RT @bytegadget: Video oficial del #GalaxyNexus y especificaciones – El nuevo #smartphone insignia de #Google y… http://t.co/Rvn0oFWy,neutral,1
"Samsung Galaxy Nexus launching in US, Europe and Asia this November http://t.co/SzchgKIf  #android #google",neutral,1
@PrJusto Don't question the @Apple they will remember your dissent!,negative,0
@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it.,neutral,1
"paradão , no , #twitter",neutral,1
I ♥ @Apple http://t.co/a8on3IAa,positive,2
when is @apple gonna update the fact that i can't see emoji on twitter for mac?,neutral,1
"#Termine am 20. Oktober ++ #ADVA, #Nokia und #Microsoft öffnen ihre Bücher http://t.co/aoZoNUKf",neutral,1
Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP,neutral,1
RT @AppSense: “@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http ...,neutral,1
Excelente articulo! RT @teresitacc: Interesting read - How #Apple eclipsed #Microsoft http://t.co/RhNU1VaR via @guardian (cc: @elcheicon),neutral,1
"Eles arrastaram os barcos para a praia, deixaram tudo e #seguiram Jesus.(Lucas 5-11)e este foii o primeiro #twitter da historia humana #RT",neutral,1
RT @AvanadeSpain: RT @MuyCanal: MuyCanal: Avanade y Ferranti Computer ofrecen un #ERP basado en #Microsoft Dynamics  http://t.co/Maghjzc ...,neutral,1
"MAGIX ##Web Designer, edición visual de páginas Web http://t.co/ycafF43r #microsoft #tecnologia",neutral,1
@AtlantaSnoop yea I've seen my #location waaaay off on #google sites. Not a big deal but still strange. #spookygoogle,neutral,1
"#Twitter, will you please fix this RT problem?",negative,0
"@chihuahuentauro jajajaja #Facebook es otra cosa, insultas a #Twitter jajajajajaja",neutral,1
"סטיב באלמר מבטיח לנו ""כמה"" מכשירי חלונות פון בשבוע הבא http://t.co/GHBZfbX3‏ ‏ #Nokia ‎#microsoft #windowsphone",neutral,1
To gostando do Android 4.0  #google #android,neutral,1
"3,2,1,0 #Twitter OFF",neutral,1
"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",negative,0
"Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone",neutral,1
@RashadHurst Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/fcPBcqLo,neutral,1
Whats a good #twitter ap for #iOS that links to #FB accounts to post links? #help,neutral,1
#Niggas on here talking bout sharing one condom with his boy to run a train on the same girl only on #twitter you #nasty muthafucka,neutral,1
"Windows Phone Tango and Apollo rumors suggest new screen specs
#microsoft #wp7",neutral,1
Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia,neutral,1
RT @Startpack_en: Guys from #Microsoft tell #Startpack developers about how to integrates with #SystemCenter via web services. http://t. ...,neutral,1
#Android #Google The Galaxy Nexus' System Apps Have Been Dumped http://t.co/LCZNPDHR #DhilipSiva,neutral,1
#twitter off ',neutral,1
"o/ RT""@Cjas0007 Quien anda activo por el #Twitter ahorita???""",neutral,1
RT @extremejohn Stuck on Facebook? I’m so sorry.  http://t.co/aGHbaQmn #Twitter #Google  #Facebook,neutral,1
#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN,neutral,1
